id,uri,type,title,summary,metaDescription,contactEmail,contactName,contactTelephone
dataset_landing_page_315, /peoplepopulationandcommunity /birthsdeathsandmarriages /deaths /datasets /drugmisusedeathsbylocalauthority,dataset_landing_page,Drug misuse deaths by local authority,"Mortality rates for deaths related to drug misuse, and average registration delay, by local authority, England and Wales, deaths registered between 2006 and 2014.","Deaths related to drug poisoning in England and Wales from 1993 onwards, by cause of death, sex, age and substances involved in the death.",Vanessa.Fearn @ons.gsi.gov.uk,Vanessa Fearn,+44 (0)1633 455341
dataset_landing_page_316, /peoplepopulationandcommunity /healthandsocialcare /causesofdeath /datasets /alcoholrelateddeathsintheunitedkingdomreferencetable1,dataset_landing_page,Alcohol-related deaths in the United Kingdom,"Age-standardised and age-specific alcohol-related deaths rates by sex and age group, UK, registered 1994 to 2014.","Age-standardised alcohol-related deaths rates by sex and age group, UK, registered 1994–2013",mortality@ons.gsi.gov.uk,Ben Windsor-Shellard,+44 (0) 1633 451761
dataset_landing_page_317, /peoplepopulationandcommunity /healthandsocialcare /causesofdeath /datasets /alcoholrelateddeathsintheunitedkingdomreferencetable2,dataset_landing_page,Age-standardised alcohol-related death rates (with 95 per cent confidence limits) by sex and age group,"Age-standardised alcohol-related deaths rates by sex and age group, England and Wales and regions of England, registered 1994–2013","Age-standardised alcohol-related deaths rates by sex and age group, England and Wales and regions of England, registered 1994–2013",mortality@ons.gsi.gov.uk,Nina Goodwin,+44 (0) 1633 451761
dataset_landing_page_318, /peoplepopulationandcommunity /healthandsocialcare /causesofdeath /datasets /alcoholrelateddeathsintheunitedkingdomreferencetable3,dataset_landing_page,Alcohol-related deaths by individual cause of death and sex,"Alcohol-related deaths by ICD code and sex, in UK constituent countries, registered 2001-2013","Alcohol-related deaths by ICD code and sex, in UK constituent countries, registered 2001-2013",mortality@ons.gsi.gov.uk,Nina Goodwin,+44 (0) 1633 451761
dataset_landing_page_319, /peoplepopulationandcommunity /housing /datasets /referencetable06cigarettesmokersbycountry,dataset_landing_page,Cigarette Smokers by Country,"Smoking estimates from 2010 to 2014. This is presented at a UK level, and broken down by England, Wales, Scotland and Northern Ireland.",,socialsurveys @ons.gsi.gov.uk,Tim Vizard,+44 (0)1633 455278
dataset_landing_page_320, /peoplepopulationandcommunity /healthandsocialcare /healthandlifeexpectancies /datasets /disabilityfreelifeexpectancydfleandlifeexpectancyleatbirthbyregionengland,dataset_landing_page,"Disability-Free Life Expectancy (DFLE) and Life Expectancy (LE) at birth by Region, England",Health expectancies for both sexes at birth by region with confidence intervals and proportions of life with and without disability.,Health expectancies for both sexes at birth by region with confidence intervals and proportions of life with and without disability.,HLE@ons.gsi.gov.uk,Geeta Kerai,+44 (0)1633 651815 
dataset_landing_page_321, /peoplepopulationandcommunity /healthandsocialcare /healthandlifeexpectancies /datasets /disabilityfreelifeexpectancydfleandlifeexpectancyleatage65byregionengland,dataset_landing_page,"Disability-Free Life Expectancy (DFLE) and Life Expectancy (LE): at age 65 by region, England",Health expectancies for both sexes at age 65 by region with confidence intervals and proportions of life with and without disability.,Health expectancies for both sexes at age 65 by region with confidence intervals and proportions of life with and without disability.,HLE@ons.gsi.gov.uk,Geeta Kerai,+44 (0)1633 651815 
dataset_landing_page_322, /peoplepopulationandcommunity /healthandsocialcare /healthandlifeexpectancies /datasets /disabilityfreelifeexpectancydfleandlifeexpectancyleatbirthbyregionengland,dataset_landing_page,"Disability-Free Life Expectancy (DFLE) and Life Expectancy (LE) at birth by Region, England",Health expectancies for both sexes at birth by region with confidence intervals and proportions of life with and without disability.,Health expectancies for both sexes at birth by region with confidence intervals and proportions of life with and without disability.,HLE@ons.gsi.gov.uk,Geeta Kerai,+44 (0)1633 651815 
dataset_landing_page_323, /peoplepopulationandcommunity /healthandsocialcare /healthandlifeexpectancies /datasets /healthexpectanciesintheunitedkingdomgreatbritainenglandwalesscotlandnorthernireland,dataset_landing_page,"Health Expectancies in the United Kingdom, Great Britain, England, Wales, Scotland & Northern Ireland",Contains reference tables of Healthy Life Expectanc at birth and at age 65 by country from 2000–02 to 2009–11.,,emma.nash@ons.gsi.gov.uk ,Emma Nash,+44 (0) 1633 456844
dataset_landing_page_324, /peoplepopulationandcommunity /healthandsocialcare /healthandlifeexpectancies /datasets /changesindisabilityfreelifeexpectancydfle,dataset_landing_page,Changes in Disability-Free Life Expectancy (DFLE),Release contains reference tables of Disability-Free Life Expectancy (DFLE),,emma.nash@ons.gsi.gov.uk ,Emma Nash,+44 (0) 1633 456844
dataset_landing_page_325, /peoplepopulationandcommunity /healthandsocialcare /healthandlifeexpectancies /datasets /changesinhealthylifeexpectancyhle,dataset_landing_page,Changes in Healthy Life Expectancy (HLE), The release contains reference tables of Healthy Life Expectancy (HLE)., The release contains reference tables of Healthy Life Expectancy (HLE),emma.nash@ons.gsi.gov.uk ,Emma Nash,+44 (0) 1633 456844
dataset_landing_page_326, /peoplepopulationandcommunity /healthandsocialcare /healthcaresystem /datasets /healthcareexpenditureintheukalltables,dataset_landing_page,Healthcare Expenditure in the UK: All Tables,Total healthcare expenditure and other analysis.,Total healthcare expenditure and other analysis.,james.lewis @ons.gsi.gov.uk,James Lewis,+44 (0)1633 455323
dataset_landing_page_327, /peoplepopulationandcommunity /healthandsocialcare /healthcaresystem /datasets /totalcurrentandcapitalhealthcareexpenditureintheuktable2,dataset_landing_page,"Total, Current and Capital Healthcare Expenditure in the UK: Table 2","Total, current and capital healthcare expenditure in the UK.","Total, current and capital healthcare expenditure in the UK.",james.lewis @ons.gsi.gov.uk,James Lewis,+44 (0)1633 455323
dataset_landing_page_328, /peoplepopulationandcommunity /healthandsocialcare /healthcaresystem /datasets /totalpublicsectorandprivatesectorhealthcareexpenditureintheuktable1,dataset_landing_page,"Total, Public Sector and Private Sector Healthcare Expenditure in the UK: Table 1","Total, public sector and private sector healthcare expenditure in the UK.","Total, public sector and private sector healthcare expenditure in the UK.",james.lewis @ons.gsi.gov.uk,James Lewis,+44 (0)1633 455323
dataset_landing_page_329, /peoplepopulationandcommunity /healthandsocialcare /healthcaresystem /datasets /nationalsurveyofbereavedpeoplevoices,dataset_landing_page,National Survey of Bereaved People (VOICES),"Full survey results including quality of patient care, dignity and respect for patient, and support for carer in last 3 months and 2 days of life and quality of dementia care.","Full survey results including quality of patient care, dignity and respect for patient, and support for carer in last 3 months and 2 days of life and quality of dementia care.",eolc@ons.gsi.gov.uk,Helen R Colvin,+44 (0)1633 456431
dataset_landing_page_330, /peoplepopulationandcommunity /healthandsocialcare /healthcaresystem /datasets /nationalsurveyofbereavedpeoplevoicesclinicalcommissioninggroup,dataset_landing_page,National Survey of Bereaved People (VOICES) Clinical Commissioning Group,"Full results for the VOICES suvey, by Clinical Commissioning Group.","Full results for the VOICES suvey, by Clinical Commissioning Group.",eolc@ons.gsi.gov.uk,Helen R Harris,+44 (0)1633 456431
dataset_landing_page_331, /peoplepopulationandcommunity /healthandsocialcare /healthcaresystem /datasets /nationalsurveyofbereavedpeoplevoicesnhsareateam,dataset_landing_page,National Survey of Bereaved People (VOICES) NHS Area Team,"Results for the VOICES surveys, by NHS Area Team.","Results for the VOICES surveys, by NHS Area Team.",eolc@ons.gsi.gov.uk,Helen R Colvin,+44 (0)1633 456431
dataset_landing_page_332, /peoplepopulationandcommunity /householdcharacteristics /homeinternetandsocialmediausage /datasets /internetaccesshouseholdsandindividualsreferencetables,dataset_landing_page,Internet access - households and individuals,"Frequency of internet use, internet activities, internet purchasing, internet storage services, internet use via mobile phone, laptop, tablet or other hand held device.","Frequency of Internet use, Internet activities, Internet purchasing, Internet storage services, Internet use via mobile phone, laptop, tablet or other hand held device.",esociety@ons.gsi.gov.uk,Cecil Prescott,+44 (0)1633 456767
dataset_landing_page_333, /peoplepopulationandcommunity /householdcharacteristics /homeinternetandsocialmediausage /datasets /internetaccessquarterlyupdate,dataset_landing_page,Internet Access Quarterly Update,"Estimates of adult Internet users and non-users in the UK, by age, sex, disability, region, gross weekly pay, ethnicity and when adults last used the Internet.","Estimates of adult Internet users and non-users in the UK, by age, sex, disability, region, gross weekly pay, ethnicity and when adults last used the Internet.","esociety@ons.gsi.gov.uk",Cecil Prescott,"+44 (0)1633 456767"
dataset_landing_page_334, /peoplepopulationandcommunity /householdcharacteristics /homeinternetandsocialmediausage /datasets /internetusers,dataset_landing_page,Internet Users,Data tables for the Internet Users publication,,esociety@ons.gsi.gov.uk,Cecil Prescott,+44 (0)1633 456767
compendium_data_1, /peoplepopulationandcommunity /personalandhouseholdfinances /expenditure /compendium /variationintheinflationexperienceofukhouseholds /2014-12-15 /variationintheinflationexperienceofukhouseholds20032014referencetables,compendium_data,"Variation in the Inflation Experience of UK Households, 2003-2014 reference tables",Estimates of the inflation rates experienced by different types of of household in the UK.,Estimates of the inflation rates experienced by different types of of household in the UK.,macro@ons.gsi.gov.uk,Philip Wales,+44 (0)1633 65 1609
dataset_landing_page_335, /peoplepopulationandcommunity /personalandhouseholdfinances /incomeandwealth /datasets /theeffectsoftaxesandbenefitsonhouseholdincomefinancialyearending2014,dataset_landing_page,The effects of taxes and benefits on household income,These datasets contain the reference tables for “The effects of taxes and benefits on household income” publications.,Examines how taxes and benefits redistribute income between various groups of households in the UK.,hie@ons.gsi.gov.uk,Paola Serafino ,+44 (0) 1633 651538
dataset_landing_page_336, /peoplepopulationandcommunity /personalandhouseholdfinances /incomeandwealth /datasets /nowcastinghouseholdincomeintheuk,dataset_landing_page,Nowcasting household income in the UK,"Provisional estimates of income and inequality measures for 2014/15, alongside historical data.",,hie@ons.gsi.gov.uk,Paola Serafino / Sofiya Stoyanova,+44 (0) 1633 651538
dataset_landing_page_337, /peoplepopulationandcommunity /personalandhouseholdfinances /incomeandwealth /datasets /economicwellbeingreferencetablesummaryoffigures,dataset_landing_page,Economic Well-being: Summary of Figures,Full datasets of indicators included or referenced in the Economic Well-being release.,Full datasets of indicators included or referenced in the Economic Well-being Quarter 4 (October 2015 to December 2015) release.,economic.wellbeing @ons.gsi.gov.uk,Dominic Webber,+44 (0)1633 45 6246
dataset_landing_page_338, /peoplepopulationandcommunity /personalandhouseholdfinances /incomeandwealth /datasets /equivaliseddisposablehouseholdincome,dataset_landing_page,Equivalised disposable household income,Average equivalised disposable income for all households ,Average equivalised disposable income for all households ,hie@ons.gsi.gov.uk,Paola Serafino,+44 (0) 1633 651538
dataset_landing_page_339, /peoplepopulationandcommunity /personalandhouseholdfinances /incomeandwealth /datasets /householdsreceivingmoreinbenefitsthanpaidintaxes,dataset_landing_page,Households receiving more in benefits than paid in taxes,"The percentage of households in the UK who receive more in benefits (both cash benefits and benefits in kind) than they pay in taxes (both direct and indirect), from 1977 to 2012/13.","The percentage of households in the UK who receive more in benefits (both cash benefits and benefits in kind) than they pay in taxes (both direct and indirect), from 1977 to 2012/13.",hie@ons.gsi.gov.uk,Paola Serafino,+44 (0) 1633 651538
dataset_landing_page_340, /peoplepopulationandcommunity /personalandhouseholdfinances /pensionssavingsandinvestments /datasets /occupationalpensionschemessurvey,dataset_landing_page,Occupational Pension Schemes Survey,"Membership (active, preserved and pensioner), contribution rates and benefits for occupational pension schemes - detailed tables.","Membership (active, preserved and pensioner), contribution rates and benefits for occupational pension schemes - detailed tables.",opss@ons.gsi.gov.uk,Hazel Clarke or Fred Norris,+44 (0)1633 455633
dataset_landing_page_341, /peoplepopulationandcommunity /personalandhouseholdfinances /pensionssavingsandinvestments /datasets /mediancontributionratestoworkplacepensionsbyagegroupandsector,dataset_landing_page,Median Contribution Rates to Workplace Pensions by Age Group and Sector,"Median employee, employer and total contribution rates for employees eligible for automatic enrolment in the public, private and all sectors.","Median employee, employer and total contribution rates for employees eligible for automatic enrolment in the public, private and all sectors.",pensionsanalysis @ons.gsi.gov.uk,David Knight and Tim Gibbs,+44 (0) 1633 456921
dataset_landing_page_342, /peoplepopulationandcommunity /personalandhouseholdfinances /pensionssavingsandinvestments /datasets /mediancontributionratestoworkplacepensionsbypensiontypeandsector,dataset_landing_page,Median Contribution Rates to Workplace Pensions by Pension Type and Sector,"Median employee, employer and total contribution rates for employees eligible for automatic enrolment in the public, private and all sectors.","Median employee, employer and total contribution rates for employees eligible for automatic enrolment in the public, private and all sectors.",pensionsanalysis @ons.gsi.gov.uk,David Knight and Tim Gibbs,+44 (0) 1633 456921
dataset_landing_page_343, /peoplepopulationandcommunity /personalandhouseholdfinances /pensionssavingsandinvestments /datasets /mediancontributionratestoworkplacepensionsbyoccupationandsector,dataset_landing_page,Median Contribution Rates to Workplace Pensions by Occupation and Sector,"Median employee, employer and total contribution rates for employees eligible for automatic enrolment in the public, private and all sectors.","Median employee, employer and total contribution rates for employees eligible for automatic enrolment in the public, private and all sectors.",pensionsanalysis @ons.gsi.gov.uk,David Knight and Tim Gibbs,+44 (0) 1633 456921
dataset_landing_page_344, /peoplepopulationandcommunity /personalandhouseholdfinances /pensionssavingsandinvestments /datasets /mediancontributionratestoworkplacepensionsbyagegroupandsector,dataset_landing_page,Median Contribution Rates to Workplace Pensions by Age Group and Sector,"Median employee, employer and total contribution rates for employees eligible for automatic enrolment in the public, private and all sectors.","Median employee, employer and total contribution rates for employees eligible for automatic enrolment in the public, private and all sectors.",pensionsanalysis @ons.gsi.gov.uk,David Knight and Tim Gibbs,+44 (0) 1633 456921
dataset_landing_page_345, /peoplepopulationandcommunity /personalandhouseholdfinances /pensionssavingsandinvestments /datasets /mediancontributionratestoworkplacepensionsbyworkingpatternandsector,dataset_landing_page,Median Contribution Rates to Workplace Pensions by Working Pattern and Sector,"Median employee, employer and total contribution rates for employees eligible for automatic enrolment in the public, private and all sectors.","Median employee, employer and total contribution rates for employees eligible for automatic enrolment in the public, private and all sectors.",pensionsanalysis @ons.gsi.gov.uk,David Knight and Tim Gibbs,+44 (0) 1633 456921
dataset_landing_page_346, /peoplepopulationandcommunity /populationandmigration /internationalmigration /datasets /populationoftheunitedkingdombycountryofbirthandnationality,dataset_landing_page,Population of the United Kingdom by Country of Birth and Nationality,"Residents of UK, excluding some residents in communal establishments, by nation of birth and citizenship. Estimates from the Annual Population Survey.","Residents of UK, excluding some residents in communal establishments, by nation of birth and citizenship. Estimates from the Annual Population Survey.",migstatsunit @ons.gsi.gov.uk ,Nicola White,+44 (0)1329 444097
dataset_landing_page_347, /peoplepopulationandcommunity /populationandmigration /internationalmigration /datasets /migrationstatisticsquarterlyreportprovisionallongterminternationalmigrationltimestimates,dataset_landing_page,Provisional Long-Term International Migration (LTIM) estimates,"Flows to and from UK, quarterly tables and charts.","Flows to and from UK, quarterly tables and charts.",migstatsunit @ons.gsi.gov.uk,Nicola White,+44 (0)1329 444097
dataset_landing_page_348, /peoplepopulationandcommunity /populationandmigration /populationestimates /datasets /populationbycountryofbirthandnationality,dataset_landing_page,Population by Country of Birth and Nationality,"Residents of UK, excluding some residents in communal establishments, by nation of birth and citizenship. Estimates from the Annual Population Survey","Shows reweighted estimates of the UK population, excluding some residents in communal establishments, by country of birth and nationality. ",migstatsunit @ons.gsi.gov.uk,Nicola White,+44 (0)1329 444097
dataset_landing_page_349, /peoplepopulationandcommunity /populationandmigration /migrationwithintheuk /datasets /localareamigrationindicatorsunitedkingdom,dataset_landing_page,"Local Area Migration Indicators, United Kingdom",Interactive product bringing together different migration related data sources at local authority level.,Interactive product bringing together different migration related data sources at local authority level.,migstatsunit @ons.gsi.gov.uk,Nicola White,+44 (0)1329 444097
dataset_landing_page_350, /peoplepopulationandcommunity /populationandmigration /internationalmigration /datasets /shorttermmigrationestimatesforenglandandwalesstim01citizenshipbymainreasonformigrationflows,dataset_landing_page,"Short-term international migration 01, Citizenship by main reason for migration - flows, England and Wales","Nationality of short-term migrants by the primary purpose of their visit. Inflow and Outflow. Estimates from the International Passenger Survey, annual table.","Nationality of short-term migrants by the primary purpose of their visit. Inflow and Outflow. Estimates from the International Passenger Survey, annual table.",migstatsunit @ons.gsi.gov.uk ,Nicola White,+44 (0)1329 444097
dataset_landing_page_351, /peoplepopulationandcommunity /populationandmigration /internationalmigration /datasets /shorttermmigrationestimatesforenglandandwalesstim07inflowsbylocalauthoritybymainreasonformigration,dataset_landing_page,"Short-term international migration 07, Inflows by local authority by main reason for migration, England and Wales","Short-term immigration to regional/unitary government areas. Estimates from the International Passenger Survey, annual table.","Short-term immigration to regional/unitary government areas. Estimates from the International Passenger Survey, annual table.",migstatsunit @ons.gsi.gov.uk ,Nicola White,+44 (0)1329 444097
dataset_landing_page_352, /peoplepopulationandcommunity /populationandmigration /migrationwithintheuk /datasets /internalmigrationbyoriginanddestinationlocalauthoritiessexandsingleyearofagedetailedestimatesdataset,dataset_landing_page,"Internal migration - Detailed estimates dataset by origin and destination local authorities, sex and single year of age",Table IM2015-1a/b Moves into and out of each local authority (LA) within England and Wales (including moves to and from Scotland and Northern Ireland).,Table IM2015-1a Moves into and out of each local authority (LA) within England and Wales (including moves to and from Scotland and Northern Ireland).,MigStatsUnit @ons.gsi.gov.uk,Nicola J White,+44 (0)1329 444647
dataset_landing_page_353, /peoplepopulationandcommunity /populationandmigration /migrationwithintheuk /datasets /internalmigrationbyoriginanddestinationlocalauthoritiessexandsingleyearofagedetailedestimatesdataset,dataset_landing_page,"Internal migration - Detailed estimates dataset by origin and destination local authorities, sex and single year of age",Table IM2015-1a/b Moves into and out of each local authority (LA) within England and Wales (including moves to and from Scotland and Northern Ireland).,Table IM2015-1a Moves into and out of each local authority (LA) within England and Wales (including moves to and from Scotland and Northern Ireland).,MigStatsUnit @ons.gsi.gov.uk,Nicola J White,+44 (0)1329 444647
dataset_landing_page_354, /peoplepopulationandcommunity /populationandmigration /migrationwithintheuk /datasets /internalmigrationmovesbylocalauthoritiesandregionsinenglandandwalesby5yearagegroupandsex,dataset_landing_page,Internal migration - Moves by Local Authorities and Regions in England and Wales by 5 year age group and sex,2 tables: Table IM2015-T5 Internal migration by local authorities in England and Wales by 5 year age group and sex Table IM2015-T6 Internal migration by regions in England and Wales by 5 year age group and sex.,2 tables: Table IM2015-T5 Internal migration by local authorities in England and Wales by 5 year age group and sex Table IM2014-T6 Internal migration by regions in England and Wales by 5 year age group and sex,MigStatsUnit @ons.gsi.gov.uk,Nicola J White,+44 (0)1329 444647
dataset_landing_page_355, /peoplepopulationandcommunity /populationandmigration /migrationwithintheuk /datasets /internalmigrationlaandregionmovesandbysexandsingleyearofagetotals,dataset_landing_page,Internal migration - LA and Region moves and by sex and single year of age totals,3 tables: Table IM2015-T2 Internal migration by local authorities in England and Wales Table IM2015-T3 Internal migration by English regions and Wales Table IM2015-T4 Internal migration by sex and single year of age.,3 tables: Table IM2015-T2 Internal migration by local authorities in England and Wales Table IM2015-T3 Internal migration by English regions and Wales Table IM2015-T4 Internal migration by sex and single year of age,MigStatsUnit @ons.gsi.gov.uk,Nicola J White,+44 (0)1329 444647
dataset_landing_page_356, /peoplepopulationandcommunity /populationandmigration /migrationwithintheuk /datasets /internalmigrationlaandregionmovesandbysexandsingleyearofagetotals,dataset_landing_page,Internal migration - LA and Region moves and by sex and single year of age totals,3 tables: Table IM2015-T2 Internal migration by local authorities in England and Wales Table IM2015-T3 Internal migration by English regions and Wales Table IM2015-T4 Internal migration by sex and single year of age.,3 tables: Table IM2015-T2 Internal migration by local authorities in England and Wales Table IM2015-T3 Internal migration by English regions and Wales Table IM2015-T4 Internal migration by sex and single year of age,MigStatsUnit @ons.gsi.gov.uk,Nicola J White,+44 (0)1329 444647
dataset_landing_page_357, /peoplepopulationandcommunity /populationandmigration /migrationwithintheuk /datasets /2011censusdetailedukmigrationstatistics,dataset_landing_page,2011 Census: Detailed UK migration statistics,2011 Census internal migration statistics for the UK give estimates that classify people and households in areas within the UK and those having moved from each area to elsewhere within the UK in the year preceding the Census.,2011 Census internal migration statistics for the UK give estimates that classify people and households in areas within the UK and those having moved from each area to elsewhere within the UK in the year preceding the Census.,census.customerservices @ons.gsi.gov.uk,Cal Ghee,+44 (0)1329 444972
dataset_landing_page_358, /peoplepopulationandcommunity /populationandmigration /migrationwithintheuk /datasets /localareamigrationindicatorsunitedkingdom,dataset_landing_page,"Local Area Migration Indicators, United Kingdom",Interactive product bringing together different migration related data sources at local authority level.,Interactive product bringing together different migration related data sources at local authority level.,migstatsunit @ons.gsi.gov.uk,Nicola White,+44 (0)1329 444097
dataset_landing_page_359, /peoplepopulationandcommunity /populationandmigration /populationestimates /datasets /populationestimatesforukenglandandwalesscotlandandnorthernireland,dataset_landing_page,"Population Estimates for UK, England and Wales, Scotland and Northern Ireland","Estimates of the usual resident population for the UK as at 30 June of the reference year. Provided by administrative area, single year of age and sex","Estimates of the usual resident population for the UK as at 30 June of the reference year. Provided by administrative area, single year of age and sex",pop.info@ons.gsi.gov.uk,Emily Shrosbree,+44 (0)1329 444661
dataset_landing_page_360, /peoplepopulationandcommunity /populationandmigration /populationestimates /datasets /populationestimatesanalysistool,dataset_landing_page,Population Estimates Analysis Tool,"The Population estimates analysis tool provides interactive summary statistical measures based on the UK population. Users can select dimensions of geography, sex and age.","The Population estimates analysis tool provides interactive summary statistical measures based on the UK population. Users can select dimensions of geography, sex and age.",pop.info@ons.gsi.gov.uk,Emily Shrosbree,+44 (0)1329 444661
dataset_landing_page_361, /peoplepopulationandcommunity /populationandmigration /populationestimates /datasets /middlesuperoutputareamidyearpopulationestimates,dataset_landing_page,Middle Super Output Area Mid-Year Population Estimates,Estimates of the usual resident population for Middle Layer Super Output Areas (MSOAs) in England and Wales.,Estimates of the usual resident population for Lower Layer Super Output Areas (LSOAs) in England and Wales.,pop.info@ons.gsi.gov.uk,Amanda Sharfman,+44 (0) 1329 444661
dataset_landing_page_362, /peoplepopulationandcommunity /populationandmigration /populationestimates /datasets /lowersuperoutputareamidyearpopulationestimates,dataset_landing_page,Lower Super Output Area Mid-Year Population Estimates,Estimates of the usual resident population for Lower Layer Super Output Areas (LSOAs) in England and Wales,Estimates of the usual resident population for Lower Layer Super Output Areas (LSOAs) in England and Wales,pop.info@ons.gsi.gov.uk,Amanda Sharfman,+44 (0) 1329 444661
dataset_landing_page_363, /peoplepopulationandcommunity /birthsdeathsandmarriages /ageing /datasets /midyearpopulationestimatesoftheveryoldincludingcentenariansunitedkingdom,dataset_landing_page,Mid-Year Population Estimates of the Very Old (including Centenarians): United Kingdom,"Annual mid-year population estimates for those aged 90 and over by sex and single year of age (90 to 104) and the 105 & over age group, 2002-2014, United Kingdom.","Annual mid-year population estimates for those aged 90 and over by sex and single year of age (90 to 104) and the 105 & over age group, 2002-2014, United Kingdom.",ageing@ons.gsi.gov.uk,Angele Storey,+44 (0)1329 444512
dataset_landing_page_364, /peoplepopulationandcommunity /populationandmigration /populationprojections /datasets /2014basednationalpopulationprojectionstableofcontents,dataset_landing_page,2014-based National Population Projections table of contents,Tool to locate the reference tables and supporting documentation for the 2014-based national population projections.  Contains links to the 25 year and 100 year principal and variant projections for the UK and constituent countries.,,projections @ons.gsi.gov.uk,Suzanne Dunsmith and Pete Large,+44 (0)1329 444652
dataset_landing_page_365, /peoplepopulationandcommunity /populationandmigration /populationprojections /datasets /tablea11principalprojectionuksummary,dataset_landing_page,"Table A1-1, Principal Projection - UK Summary","2014-based principal projection for the UK including population by broad age group, components of change and summary statistics. Mid-2014 to mid-2114","2014-based principal projection for the UK including population by broad age group, components of change and summary statistics. Mid-2014 to mid-2114",projections @ons.gsi.gov.uk,Suzanne Dunsmith and Pete Large,+44 (0)1329 444652
dataset_landing_page_366, /peoplepopulationandcommunity /populationandmigration /populationprojections /datasets /z1zippedpopulationprojectionsdatafilesuk,dataset_landing_page,"Z1 - Zipped Population Projections Data Files, UK",Open data for UK 2014-based projections. Single year of age and sex with underlying data. Principal projections to mid-2114. Variants to mid-2039.,Open data for UK 2014-based projections. Single year of age and sex with underlying data. Principal projections to mid-2114. Variants to mid-2039.,projections @ons.gsi.gov.uk,Suzanne Dunsmith and Pete Large,+44 (0)1329 444652
dataset_landing_page_367, /peoplepopulationandcommunity /populationandmigration /populationprojections /datasets /regionsinenglandtable1,dataset_landing_page,Subnational Population Projections for Regions in England: Table 1,"Population figures for mid-2014 to mid-2039 for persons, males and females in five year age groups for regions in England.","Population figures for mid-2014 to mid-2039 for persons, males and females in five year age groups for regions in England.",projections @ons.gsi.gov.uk,Pete Large and Suzanne Dunsmith,+44 (0)1329 44 4652
dataset_landing_page_368, /peoplepopulationandcommunity /populationandmigration /populationprojections /datasets /localauthoritiesinenglandtable2,dataset_landing_page,Subnational Population Projections for Local Authorities in England: Table 2,"Population figures for mid-2014 to mid-2039 for persons, males and females in five year age groups for local authorities in England.","Population figures for mid-2014 to mid-2039 for persons, males and females in five year age groups for local authorities in England.",projections @ons.gsi.gov.uk,Pete Large and Suzanne Dunsmith,+44 (0)1329 44 4652
dataset_landing_page_369, /peoplepopulationandcommunity /populationandmigration /populationprojections /datasets /componentsofchangebirthsdeathsandmigrationforregionsandlocalauthoritiesinenglandtable5,dataset_landing_page,"Subnational Population Projections with Components of Change (Births, Deaths and Migration) for Regions and Local Authorities in England: Table 5","Components of change, births, deaths and migration for mid-2014 to mid-2039 for regions and local authorities in England.","Components of change, births, deaths and migration for mid-2014 to mid-2039 for regions and local authorities in England.",projections @ons.gsi.gov.uk,Pete Large and Suzanne Dunsmith,+44 (0)1329 44 4652
article_1, /businessindustryandtrade /constructionindustry /articles /constructionoutputpriceindicesopis /interimsolutionquarter4octobertodecember2015,article,Construction Output Price Indices (OPIs),,Quarterly construction output price indices (OPIs) used in the production of chained volume measures (CVMs) for Output in the Construction Industry.,construction @ons.gsi.gov.uk,John Jeremy,+44 (0) 1633 455158
article_2, /businessindustryandtrade /constructionindustry /articles /constructionstatistics /latest,article,Construction Statistics,,"A wide range of statistics on the construction industry in Great Britain: statistical trends,  international comparisons and leading initiatives that may influence the future.",construction.statistics @ons.gsi.gov.uk,Kate Davies,+44 (0)1633 456344
article_3, /businessindustryandtrade /constructionindustry /articles /interimsolutionforconstructionoutputpriceindices /quarter1januarytomarch2016,article,Construction Output Price Indices (OPIs),,Quarterly construction output price indices (OPIs) used in the production of chained volume measures (CVMs) for Output in the Construction Industry.,construction @ons.gsi.gov.uk,James Wells,+44 (0)1633 455582
article_4, /businessindustryandtrade /itandinternetindustry /articles /monitoringecommerce /latest,article,Monitoring e-commerce,,"In 2014, as the consequence of a 2013 European Union e-commerce taskforce, chaired by Lord Young of Graffham, the Office for National Statistics began a project to consider how it could contribute to the monitoring of e-commerce nationally. This report proposes the use of an indicator set, combining a dashboard approach alongside an interactive graphic, and sets out some potential future developments.",esociety@ons.gsi.gov.uk,Hazel Clarke,+44 (0)1633 455633
article_5, /economy /environmentalaccounts /articles /environmentaltaxes /latest,article,Environmental taxes,,"An examination of the size and composition of environmental taxes between 1993 and 2014. Including an analysis by type of environmental tax, a consideration of who pays the taxes and a comparison with other European countries. Main findings show that environmental taxes raised £44.6 billion in the UK in 2014, providing 7.5% of all revenue from taxes and social contributions",environment.accounts @ons.gsi.gov.uk,Matthew Steel,+44 (0)1633 455680
article_6, /economy /environmentalaccounts /articles /greenhousegasemissions /latest,article,Greenhouse gas emissions,,,environment.accounts @ons.gsi.gov.uk,Matthew Steel,+44 (0)1633 455680
article_7, /economy /environmentalaccounts /articles /uknaturalcapitalfreshwaterecosystemassetsandservicesaccounts /latest,article,UK Natural Capital Freshwater Ecosystem Assets and Services Accounts,,,jawed.khan@ons.gsi.gov.uk,Jawed Khan,+44 (0) 1633 456278
article_8, /economy /environmentalaccounts /articles /uknaturalcapitallandcoverintheuk /latest,article,UK Natural Capital Land Cover in the UK,,We take a look at land cover ecosystem accounts for the United Kingdom (UK). The land cover accounts based on data from the Countryside Survey show that the land cover changed significantly in the UK between 1998 and 2007.,vahe.nafilyan @ons.gsi.gov.uk,Vahé Nafilyan,+ 44 (0)1633 651764
